sentences_original,sen_values,label,lemmatized_tokens
stealing harvard ca n t even do that much ,0.30556,neg,"['stealing', 'harvard', 'ca', 'n', 't', 'even', 'do', 'that', 'much']"
each scene immediately succumbs to gravity and plummets to earth ,0.15278,neg,"['each', 'scene', 'immediately', 'succumbs', 'to', 'gravity', 'and', 'plummet', 'to', 'earth']"
the only fun part of the movie is playing the obvious game ,0.30556,neg,"['the', 'only', 'fun', 'part', 'of', 'the', 'movie', 'is', 'playing', 'the', 'obvious', 'game']"
you try to guess the order in which the kids in the house will be gored ,0.38889,neg,"['you', 'try', 'to', 'guess', 'the', 'order', 'in', 'which', 'the', 'kid', 'in', 'the', 'house', 'will', 'be', 'gored']"
i spied with my little eye a mediocre collection of cookie cutter action scenes and occasionally inspired dialogue bits,0.36111,neg,"['i', 'spied', 'with', 'my', 'little', 'eye', 'a', 'mediocre', 'collection', 'of', 'cookie', 'cutter', 'action', 'scene', 'and', 'occasionally', 'inspired', 'dialogue', 'bit']"
entertains not so much because of its music or comic antics but through the perverse pleasure of watching disney scrape the bottom of its own cracker barrel ,0.30556,neg,"['entertains', 'not', 'so', 'much', 'because', 'of', 'it', 'music', 'or', 'comic', 'antic', 'but', 'through', 'the', 'perverse', 'pleasure', 'of', 'watching', 'disney', 'scrape', 'the', 'bottom', 'of', 'it', 'own', 'cracker', 'barrel']"
the satire is just too easy to be genuinely satisfying ,0.29167,neg,"['the', 'satire', 'is', 'just', 'too', 'easy', 'to', 'be', 'genuinely', 'satisfying']"
less funny than it should be and less funny than it thinks it is ,0.18056,neg,"['le', 'funny', 'than', 'it', 'should', 'be', 'and', 'le', 'funny', 'than', 'it', 'think', 'it', 'is']"
an o bruin where art thou ,0.5,neutral,"['an', 'o', 'bruin', 'where', 'art', 'thou']"
 style cross country adventure it has sporadic bursts of liveliness some so so slapstick and a few ear pleasing songs on its soundtrack ,0.70833,pos,"['style', 'cross', 'country', 'adventure', 'it', 'ha', 'sporadic', 'burst', 'of', 'liveliness', 'some', 'so', 'so', 'slapstick', 'and', 'a', 'few', 'ear', 'pleasing', 'song', 'on', 'it', 'soundtrack']"
a feeble tootsie knockoff ,0.33333,neg,"['a', 'feeble', 'tootsie', 'knockoff']"
an awful movie that will only satisfy the most emotionally malleable of filmgoers ,0.041667,neg,"['an', 'awful', 'movie', 'that', 'will', 'only', 'satisfy', 'the', 'most', 'emotionally', 'malleable', 'of', 'filmgoers']"
 the story is far flung illogical and plain stupid ,0.013888999999999999,neg,"['the', 'story', 'is', 'far', 'flung', 'illogical', 'and', 'plain', 'stupid']"
the very simple story seems too simple and the working out of the plot almost arbitrary ,0.19444,neg,"['the', 'very', 'simple', 'story', 'seems', 'too', 'simple', 'and', 'the', 'working', 'out', 'of', 'the', 'plot', 'almost', 'arbitrary']"
an allegory concerning the chronically mixed signals african american professionals get about overachieving could be intriguing but the supernatural trappings only obscure the message ,0.38889,neg,"['an', 'allegory', 'concerning', 'the', 'chronically', 'mixed', 'signal', 'african', 'american', 'professional', 'get', 'about', 'overachieving', 'could', 'be', 'intriguing', 'but', 'the', 'supernatural', 'trapping', 'only', 'obscure', 'the', 'message']"
a very familiar tale one that s been told by countless filmmakers about italian chinese irish latin indian russian and other hyphenate american young men struggling to balance conflicting cultural messages ,0.5,neutral,"['a', 'very', 'familiar', 'tale', 'one', 'that', 's', 'been', 'told', 'by', 'countless', 'filmmaker', 'about', 'italian', 'chinese', 'irish', 'latin', 'indian', 'russian', 'and', 'other', 'hyphenate', 'american', 'young', 'men', 'struggling', 'to', 'balance', 'conflicting', 'cultural', 'message']"
one key problem with these ardently christian storylines is that there is never any question of how things will turn out ,0.36111,neg,"['one', 'key', 'problem', 'with', 'these', 'ardently', 'christian', 'storyline', 'is', 'that', 'there', 'is', 'never', 'any', 'question', 'of', 'how', 'thing', 'will', 'turn', 'out']"
essentially the film is weak on detail and strong on personality,0.45833,neutral,"['essentially', 'the', 'film', 'is', 'weak', 'on', 'detail', 'and', 'strong', 'on', 'personality']"
a relentless bombastic and ultimately empty world war ii action flick ,0.22221999999999997,neg,"['a', 'relentless', 'bombastic', 'and', 'ultimately', 'empty', 'world', 'war', 'ii', 'action', 'flick']"
 hell is looking down at your watch and realizing serving sara is n t even halfway through ,0.16667,neg,"['hell', 'is', 'looking', 'down', 'at', 'your', 'watch', 'and', 'realizing', 'serving', 'sara', 'is', 'n', 't', 'even', 'halfway', 'through']"
too long and larded with exposition this somber cop drama ultimately feels as flat as the scruffy sands of its titular community ,0.22221999999999997,neg,"['too', 'long', 'and', 'larded', 'with', 'exposition', 'this', 'somber', 'cop', 'drama', 'ultimately', 'feel', 'a', 'flat', 'a', 'the', 'scruffy', 'sand', 'of', 'it', 'titular', 'community']"
leaves viewers out in the cold and undermines some phenomenal performances ,0.31944,neg,"['leaf', 'viewer', 'out', 'in', 'the', 'cold', 'and', 'undermines', 'some', 'phenomenal', 'performance']"
 a ho hum affair always watchable yet hardly memorable ,0.41667,neutral,"['a', 'ho', 'hum', 'affair', 'always', 'watchable', 'yet', 'hardly', 'memorable']"
swiftly deteriorates into a terribly obvious melodrama and rough hewn vanity project for lead actress andie macdowell ,0.18056,neg,"['swiftly', 'deteriorates', 'into', 'a', 'terribly', 'obvious', 'melodrama', 'and', 'rough', 'hewn', 'vanity', 'project', 'for', 'lead', 'actress', 'andie', 'macdowell']"
the histrionic muse still eludes madonna and playing a charmless witch she is merely a charmless witch ,0.23611,neg,"['the', 'histrionic', 'muse', 'still', 'eludes', 'madonna', 'and', 'playing', 'a', 'charmless', 'witch', 'she', 'is', 'merely', 'a', 'charmless', 'witch']"
you have no affinity for most of the characters ,0.15278,neg,"['you', 'have', 'no', 'affinity', 'for', 'most', 'of', 'the', 'character']"
nothing about them is attractive ,0.27778,neg,"['nothing', 'about', 'them', 'is', 'attractive']"
what they see in each other also is difficult to fathom ,0.23611,neg,"['what', 'they', 'see', 'in', 'each', 'other', 'also', 'is', 'difficult', 'to', 'fathom']"
diaz applegate blair and posey are suitably kooky which should appeal to women and they strip down often enough to keep men alert if not amused ,0.68056,pos,"['diaz', 'applegate', 'blair', 'and', 'posey', 'are', 'suitably', 'kooky', 'which', 'should', 'appeal', 'to', 'woman', 'and', 'they', 'strip', 'down', 'often', 'enough', 'to', 'keep', 'men', 'alert', 'if', 'not', 'amused']"
a technically well made suspenser but its abrupt drop in iq points as it races to the finish line proves simply too discouraging to let slide ,0.40278,neutral,"['a', 'technically', 'well', 'made', 'suspenser', 'but', 'it', 'abrupt', 'drop', 'in', 'iq', 'point', 'a', 'it', 'race', 'to', 'the', 'finish', 'line', 'prof', 'simply', 'too', 'discouraging', 'to', 'let', 'slide']"
an inept tedious spoof of 70s kung fu pictures it contains almost enough chuckles for a three minute sketch and no more ,0.15278,neg,"['an', 'inept', 'tedious', 'spoof', 'of', '70', 'kung', 'fu', 'picture', 'it', 'contains', 'almost', 'enough', 'chuckle', 'for', 'a', 'three', 'minute', 'sketch', 'and', 'no', 'more']"
it s a mystery how the movie could be released in this condition ,0.33333,neg,"['it', 's', 'a', 'mystery', 'how', 'the', 'movie', 'could', 'be', 'released', 'in', 'this', 'condition']"
absolutely and unintentionally terrifying ,0.51389,neutral,"['absolutely', 'and', 'unintentionally', 'terrifying']"
eckstraordinarily lame and severely boring ,0.40278,neutral,"['eckstraordinarily', 'lame', 'and', 'severely', 'boring']"
eight legged freaks falls flat as a spoof ,0.26389,neg,"['eight', 'legged', 'freak', 'fall', 'flat', 'a', 'a', 'spoof']"
no matter how much he runs around and acts like a doofus accepting a 50 year old in the role is creepy in a michael jackson sort of way ,0.27778,neg,"['no', 'matter', 'how', 'much', 'he', 'run', 'around', 'and', 'act', 'like', 'a', 'doofus', 'accepting', 'a', '50', 'year', 'old', 'in', 'the', 'role', 'is', 'creepy', 'in', 'a', 'michael', 'jackson', 'sort', 'of', 'way']"
you ll just have your head in your hands wondering why lee s character did n t just go to a bank manager and save everyone the misery ,0.19444,neg,"['you', 'll', 'just', 'have', 'your', 'head', 'in', 'your', 'hand', 'wondering', 'why', 'lee', 's', 'character', 'did', 'n', 't', 'just', 'go', 'to', 'a', 'bank', 'manager', 'and', 'save', 'everyone', 'the', 'misery']"
 dragonfly dwells on crossing over mumbo jumbo manipulative sentimentality and sappy dialogue ,0.22221999999999997,neg,"['dragonfly', 'dwells', 'on', 'crossing', 'over', 'mumbo', 'jumbo', 'manipulative', 'sentimentality', 'and', 'sappy', 'dialogue']"
in his determination to lighten the heavy subject matter silberling also to a certain extent trivializes the movie with too many nervous gags and pratfalls ,0.40278,neutral,"['in', 'his', 'determination', 'to', 'lighten', 'the', 'heavy', 'subject', 'matter', 'silberling', 'also', 'to', 'a', 'certain', 'extent', 'trivializes', 'the', 'movie', 'with', 'too', 'many', 'nervous', 'gag', 'and', 'pratfall']"
blade ii has a brilliant director and charismatic star but it suffers from rampant vampire devaluation ,0.55556,neutral,"['blade', 'ii', 'ha', 'a', 'brilliant', 'director', 'and', 'charismatic', 'star', 'but', 'it', 'suffers', 'from', 'rampant', 'vampire', 'devaluation']"
veers uncomfortably close to pro serb propaganda ,0.43056000000000005,neutral,"['veers', 'uncomfortably', 'close', 'to', 'pro', 'serb', 'propaganda']"
movies like high crimes flog the dead horse of surprise as if it were an obligation ,0.13889,neg,"['movie', 'like', 'high', 'crime', 'flog', 'the', 'dead', 'horse', 'of', 'surprise', 'a', 'if', 'it', 'were', 'an', 'obligation']"
how about surprising us by trying something new ,0.15278,neg,"['how', 'about', 'surprising', 'u', 'by', 'trying', 'something', 'new']"
final verdict you ve seen it all before ,0.18056,neg,"['final', 'verdict', 'you', 've', 'seen', 'it', 'all', 'before']"
throwing in everything except someone pulling the pin from a grenade with his teeth windtalkers seems to have ransacked every old world war ii movie for overly familiar material ,0.20833000000000002,neg,"['throwing', 'in', 'everything', 'except', 'someone', 'pulling', 'the', 'pin', 'from', 'a', 'grenade', 'with', 'his', 'teeth', 'windtalker', 'seems', 'to', 'have', 'ransacked', 'every', 'old', 'world', 'war', 'ii', 'movie', 'for', 'overly', 'familiar', 'material']"
if a few good men told us that we ca n t handle the truth than high crimes poetically states at one point in this movie that we do n t care about the truth ,0.48611000000000004,neutral,"['if', 'a', 'few', 'good', 'men', 'told', 'u', 'that', 'we', 'ca', 'n', 't', 'handle', 'the', 'truth', 'than', 'high', 'crime', 'poetically', 'state', 'at', 'one', 'point', 'in', 'this', 'movie', 'that', 'we', 'do', 'n', 't', 'care', 'about', 'the', 'truth']"
further sad evidence that tom tykwer director of the resonant and sense spinning run lola run has turned out to be a one trick pony a maker of softheaded metaphysical claptrap ,0.055555999999999994,neg,"['further', 'sad', 'evidence', 'that', 'tom', 'tykwer', 'director', 'of', 'the', 'resonant', 'and', 'sense', 'spinning', 'run', 'lola', 'run', 'ha', 'turned', 'out', 'to', 'be', 'a', 'one', 'trick', 'pony', 'a', 'maker', 'of', 'softheaded', 'metaphysical', 'claptrap']"
you ll trudge out of the theater feeling as though you rode the zipper after eating a corn dog and an extra large cotton candy ,0.15278,neg,"['you', 'll', 'trudge', 'out', 'of', 'the', 'theater', 'feeling', 'a', 'though', 'you', 'rode', 'the', 'zipper', 'after', 'eating', 'a', 'corn', 'dog', 'and', 'an', 'extra', 'large', 'cotton', 'candy']"
the movie is a little tired maybe the original inspiration has run its course ,0.43056000000000005,neutral,"['the', 'movie', 'is', 'a', 'little', 'tired', 'maybe', 'the', 'original', 'inspiration', 'ha', 'run', 'it', 'course']"
this will go on so long as there are moviegoers anxious to see strange young guys doing strange guy things ,0.41667,neutral,"['this', 'will', 'go', 'on', 'so', 'long', 'a', 'there', 'are', 'moviegoer', 'anxious', 'to', 'see', 'strange', 'young', 'guy', 'doing', 'strange', 'guy', 'thing']"
a full frontal attack on audience patience ,0.13889,neg,"['a', 'full', 'frontal', 'attack', 'on', 'audience', 'patience']"
any intellectual arguments being made about the nature of god are framed in a drama so clumsy there is a real danger less sophisticated audiences will mistake it for an endorsement of the very things that bean abhors ,0.47222,neutral,"['any', 'intellectual', 'argument', 'being', 'made', 'about', 'the', 'nature', 'of', 'god', 'are', 'framed', 'in', 'a', 'drama', 'so', 'clumsy', 'there', 'is', 'a', 'real', 'danger', 'le', 'sophisticated', 'audience', 'will', 'mistake', 'it', 'for', 'an', 'endorsement', 'of', 'the', 'very', 'thing', 'that', 'bean', 'abhors']"
it s a big idea but the film itself is small and shriveled ,0.22221999999999997,neg,"['it', 's', 'a', 'big', 'idea', 'but', 'the', 'film', 'itself', 'is', 'small', 'and', 'shriveled']"
debut effort by project greenlight winner is sappy and amateurish ,0.29167,neg,"['debut', 'effort', 'by', 'project', 'greenlight', 'winner', 'is', 'sappy', 'and', 'amateurish']"
one gets the impression the creators of do n t ask do n t tell laughed a hell of a lot at their own jokes ,0.44443999999999995,neutral,"['one', 'get', 'the', 'impression', 'the', 'creator', 'of', 'do', 'n', 't', 'ask', 'do', 'n', 't', 'tell', 'laughed', 'a', 'hell', 'of', 'a', 'lot', 'at', 'their', 'own', 'joke']"
too bad none of it is funny ,0.083333,neg,"['too', 'bad', 'none', 'of', 'it', 'is', 'funny']"
the cast has a high time but de broca has little enthusiasm for such antique pulp ,0.44443999999999995,neutral,"['the', 'cast', 'ha', 'a', 'high', 'time', 'but', 'de', 'broca', 'ha', 'little', 'enthusiasm', 'for', 'such', 'antique', 'pulp']"
the film like jimmy s routines could use a few good laughs ,0.36111,neg,"['the', 'film', 'like', 'jimmy', 's', 'routine', 'could', 'use', 'a', 'few', 'good', 'laugh']"
the film has too many spots where it s on slippery footing but is acceptable entertainment for the entire family and one that s especially fit for the kiddies ,0.52778,neutral,"['the', 'film', 'ha', 'too', 'many', 'spot', 'where', 'it', 's', 'on', 'slippery', 'footing', 'but', 'is', 'acceptable', 'entertainment', 'for', 'the', 'entire', 'family', 'and', 'one', 'that', 's', 'especially', 'fit', 'for', 'the', 'kiddy']"
purports to be a hollywood satire but winds up as the kind of film that should be the target of something deeper and more engaging ,0.33333,neg,"['purport', 'to', 'be', 'a', 'hollywood', 'satire', 'but', 'wind', 'up', 'a', 'the', 'kind', 'of', 'film', 'that', 'should', 'be', 'the', 'target', 'of', 'something', 'deeper', 'and', 'more', 'engaging']"
oh and more entertaining too ,0.66667,pos,"['oh', 'and', 'more', 'entertaining', 'too']"
 in the pile of useless actioners from mtv schmucks who do n t know how to tell a story for more than four minutes ,0.19444,neg,"['in', 'the', 'pile', 'of', 'useless', 'actioners', 'from', 'mtv', 'schmuck', 'who', 'do', 'n', 't', 'know', 'how', 'to', 'tell', 'a', 'story', 'for', 'more', 'than', 'four', 'minute']"
though it was made with careful attention to detail and is well acted by james spader and maggie gyllenhaal i felt disrespected ,0.44443999999999995,neutral,"['though', 'it', 'wa', 'made', 'with', 'careful', 'attention', 'to', 'detail', 'and', 'is', 'well', 'acted', 'by', 'james', 'spader', 'and', 'maggie', 'gyllenhaal', 'i', 'felt', 'disrespected']"
humor in i spy is so anemic ,0.23611,neg,"['humor', 'in', 'i', 'spy', 'is', 'so', 'anemic']"
the film is strictly routine ,0.33333,neg,"['the', 'film', 'is', 'strictly', 'routine']"
skillful as he is mr shyamalan is undone by his pretensions ,0.44443999999999995,neutral,"['skillful', 'a', 'he', 'is', 'mr', 'shyamalan', 'is', 'undone', 'by', 'his', 'pretension']"
while the new film is much more eye catching than its blood drenched stephen norrington directed predecessor the new script by the returning david s goyer is much sillier ,0.52778,neutral,"['while', 'the', 'new', 'film', 'is', 'much', 'more', 'eye', 'catching', 'than', 'it', 'blood', 'drenched', 'stephen', 'norrington', 'directed', 'predecessor', 'the', 'new', 'script', 'by', 'the', 'returning', 'david', 's', 'goyer', 'is', 'much', 'sillier']"
in addition to sporting one of the worst titles in recent cinematic history ballistic ecks vs sever also features terrible banal dialogue convenient hole ridden plotting superficial characters and a rather dull unimaginative car chase ,0.055555999999999994,neg,"['in', 'addition', 'to', 'sporting', 'one', 'of', 'the', 'worst', 'title', 'in', 'recent', 'cinematic', 'history', 'ballistic', 'eck', 'v', 'sever', 'also', 'feature', 'terrible', 'banal', 'dialogue', 'convenient', 'hole', 'ridden', 'plotting', 'superficial', 'character', 'and', 'a', 'rather', 'dull', 'unimaginative', 'car', 'chase']"
it shares the first two films loose jointed structure but laugh out loud bits are few and far between ,0.47222,neutral,"['it', 'share', 'the', 'first', 'two', 'film', 'loose', 'jointed', 'structure', 'but', 'laugh', 'out', 'loud', 'bit', 'are', 'few', 'and', 'far', 'between']"
the santa clause 2 is a barely adequate babysitter for older kids but i ve got to give it thumbs down ,0.54167,neutral,"['the', 'santa', 'clause', '2', 'is', 'a', 'barely', 'adequate', 'babysitter', 'for', 'older', 'kid', 'but', 'i', 've', 'got', 'to', 'give', 'it', 'thumb', 'down']"
you can not guess why the cast and crew did n t sign a pact to burn the negative and the script and pretend the whole thing never existed ,0.097222,neg,"['you', 'can', 'not', 'guess', 'why', 'the', 'cast', 'and', 'crew', 'did', 'n', 't', 'sign', 'a', 'pact', 'to', 'burn', 'the', 'negative', 'and', 'the', 'script', 'and', 'pretend', 'the', 'whole', 'thing', 'never', 'existed']"
barney throws away the goodwill the first half of his movie generates by orchestrating a finale that is impenetrable and dull ,0.22221999999999997,neg,"['barney', 'throw', 'away', 'the', 'goodwill', 'the', 'first', 'half', 'of', 'his', 'movie', 'generates', 'by', 'orchestrating', 'a', 'finale', 'that', 'is', 'impenetrable', 'and', 'dull']"
if you re really renting this you re not interested in discretion in your entertainment choices you re interested in anne geddes john grisham and thomas kincaid ,0.43056000000000005,neutral,"['if', 'you', 're', 'really', 'renting', 'this', 'you', 're', 'not', 'interested', 'in', 'discretion', 'in', 'your', 'entertainment', 'choice', 'you', 're', 'interested', 'in', 'anne', 'geddes', 'john', 'grisham', 'and', 'thomas', 'kincaid']"
we get the comedy we settle for ,0.34722,neg,"['we', 'get', 'the', 'comedy', 'we', 'settle', 'for']"
the uneven movie does have its charms and its funny moments but not quite enough of them ,0.38889,neg,"['the', 'uneven', 'movie', 'doe', 'have', 'it', 'charm', 'and', 'it', 'funny', 'moment', 'but', 'not', 'quite', 'enough', 'of', 'them']"
two hours of sepia tinted heavy metal images and surround sound effects of people moaning ,0.40278,neutral,"['two', 'hour', 'of', 'sepia', 'tinted', 'heavy', 'metal', 'image', 'and', 'surround', 'sound', 'effect', 'of', 'people', 'moaning']"
a word of advice to the makers of the singles ward celebrity cameos do not automatically equal laughs ,0.041667,neg,"['a', 'word', 'of', 'advice', 'to', 'the', 'maker', 'of', 'the', 'single', 'ward', 'celebrity', 'cameo', 'do', 'not', 'automatically', 'equal', 'laugh']"
and neither do cliches no matter how inside they are ,0.29167,neg,"['and', 'neither', 'do', 'cliche', 'no', 'matter', 'how', 'inside', 'they', 'are']"
the campy results make mel brooks borscht belt schtick look sophisticated ,0.625,pos,"['the', 'campy', 'result', 'make', 'mel', 'brook', 'borscht', 'belt', 'schtick', 'look', 'sophisticated']"
its appeal will probably limited to lds church members and undemanding armchair tourists ,0.29167,neg,"['it', 'appeal', 'will', 'probably', 'limited', 'to', 'lds', 'church', 'member', 'and', 'undemanding', 'armchair', 'tourist']"
the hanukkah spirit seems fried in pork ,0.375,neg,"['the', 'hanukkah', 'spirit', 'seems', 'fried', 'in', 'pork']"
cherish would ve worked a lot better had it been a short film ,0.36111,neg,"['cherish', 'would', 've', 'worked', 'a', 'lot', 'better', 'had', 'it', 'been', 'a', 'short', 'film']"
manipulative claptrap a period piece movie of the week plain old blarney take your pick ,0.097222,neg,"['manipulative', 'claptrap', 'a', 'period', 'piece', 'movie', 'of', 'the', 'week', 'plain', 'old', 'blarney', 'take', 'your', 'pick']"
all three descriptions suit evelyn a besotted and obvious drama that tells us nothing new ,0.27778,neg,"['all', 'three', 'description', 'suit', 'evelyn', 'a', 'besotted', 'and', 'obvious', 'drama', 'that', 'tell', 'u', 'nothing', 'new']"
hey arnold ,0.5,neutral,"['hey', 'arnold']"
is now stretched to barely feature length with a little more attention paid to the animation ,0.45833,neutral,"['is', 'now', 'stretched', 'to', 'barely', 'feature', 'length', 'with', 'a', 'little', 'more', 'attention', 'paid', 'to', 'the', 'animation']"
still the updated dickensian sensibility of writer craig bartlett s story is appealing ,0.72222,pos,"['still', 'the', 'updated', 'dickensian', 'sensibility', 'of', 'writer', 'craig', 'bartlett', 's', 'story', 'is', 'appealing']"
true to its title it traps audiences in a series of relentlessly nasty situations that we would pay a considerable ransom not to be looking at ,0.30556,neg,"['true', 'to', 'it', 'title', 'it', 'trap', 'audience', 'in', 'a', 'series', 'of', 'relentlessly', 'nasty', 'situation', 'that', 'we', 'would', 'pay', 'a', 'considerable', 'ransom', 'not', 'to', 'be', 'looking', 'at']"
does n t come close to justifying the hype that surrounded its debut at the sundance film festival two years ago ,0.19444,neg,"['doe', 'n', 't', 'come', 'close', 'to', 'justifying', 'the', 'hype', 'that', 'surrounded', 'it', 'debut', 'at', 'the', 'sundance', 'film', 'festival', 'two', 'year', 'ago']"
the plot is paper thin and the characters are n t interesting enough to watch them go about their daily activities for two whole hours ,0.11110999999999999,neg,"['the', 'plot', 'is', 'paper', 'thin', 'and', 'the', 'character', 'are', 'n', 't', 'interesting', 'enough', 'to', 'watch', 'them', 'go', 'about', 'their', 'daily', 'activity', 'for', 'two', 'whole', 'hour']"
kaufman s script is never especially clever and often is rather pretentious ,0.22221999999999997,neg,"['kaufman', 's', 'script', 'is', 'never', 'especially', 'clever', 'and', 'often', 'is', 'rather', 'pretentious']"
the film did n t move me one way or the other but it was an honest effort and if you want to see a flick about telemarketers this one will due ,0.54167,neutral,"['the', 'film', 'did', 'n', 't', 'move', 'me', 'one', 'way', 'or', 'the', 'other', 'but', 'it', 'wa', 'an', 'honest', 'effort', 'and', 'if', 'you', 'want', 'to', 'see', 'a', 'flick', 'about', 'telemarketers', 'this', 'one', 'will', 'due']"
queen of the damned is too long with too little going on ,0.22221999999999997,neg,"['queen', 'of', 'the', 'damned', 'is', 'too', 'long', 'with', 'too', 'little', 'going', 'on']"
it collapses when mr taylor tries to shift the tone to a thriller s rush ,0.25,neg,"['it', 'collapse', 'when', 'mr', 'taylor', 'try', 'to', 'shift', 'the', 'tone', 'to', 'a', 'thriller', 's', 'rush']"
any film that does n t even in passing mention political prisoners poverty and the boat loads of people who try to escape the country is less a documentary and more propaganda by way of a valentine sealed with a kiss ,0.23611,neg,"['any', 'film', 'that', 'doe', 'n', 't', 'even', 'in', 'passing', 'mention', 'political', 'prisoner', 'poverty', 'and', 'the', 'boat', 'load', 'of', 'people', 'who', 'try', 'to', 'escape', 'the', 'country', 'is', 'le', 'a', 'documentary', 'and', 'more', 'propaganda', 'by', 'way', 'of', 'a', 'valentine', 'sealed', 'with', 'a', 'kiss']"
 blade ii is still top heavy with blazing guns cheatfully filmed martial arts disintegrating bloodsucker computer effects and jagged camera moves that serve no other purpose than to call attention to themselves ,0.16667,neg,"['blade', 'ii', 'is', 'still', 'top', 'heavy', 'with', 'blazing', 'gun', 'cheatfully', 'filmed', 'martial', 'art', 'disintegrating', 'bloodsucker', 'computer', 'effect', 'and', 'jagged', 'camera', 'move', 'that', 'serve', 'no', 'other', 'purpose', 'than', 'to', 'call', 'attention', 'to', 'themselves']"
the rules of attraction gets us too drunk on the party favors to sober us up with the transparent attempts at moralizing ,0.26389,neg,"['the', 'rule', 'of', 'attraction', 'get', 'u', 'too', 'drunk', 'on', 'the', 'party', 'favor', 'to', 'sober', 'u', 'up', 'with', 'the', 'transparent', 'attempt', 'at', 'moralizing']"
though there are many tense scenes in trapped they prove more distressing than suspenseful ,0.30556,neg,"['though', 'there', 'are', 'many', 'tense', 'scene', 'in', 'trapped', 'they', 'prove', 'more', 'distressing', 'than', 'suspenseful']"
in this film we at least see a study in contrasts the wide range of one actor and the limited range of a comedian ,0.44443999999999995,neutral,"['in', 'this', 'film', 'we', 'at', 'least', 'see', 'a', 'study', 'in', 'contrast', 'the', 'wide', 'range', 'of', 'one', 'actor', 'and', 'the', 'limited', 'range', 'of', 'a', 'comedian']"
feels strangely hollow at its emotional core ,0.19444,neg,"['feel', 'strangely', 'hollow', 'at', 'it', 'emotional', 'core']"
you have once again entered the bizarre realm where director adrian lyne holds sway where all relationships are simultaneously broadly metaphorical oddly abstract and excruciatingly literal ,0.56944,neutral,"['you', 'have', 'once', 'again', 'entered', 'the', 'bizarre', 'realm', 'where', 'director', 'adrian', 'lyne', 'hold', 'sway', 'where', 'all', 'relationship', 'are', 'simultaneously', 'broadly', 'metaphorical', 'oddly', 'abstract', 'and', 'excruciatingly', 'literal']"
the high concept scenario soon proves preposterous the acting is robotically italicized and truth in advertising hounds take note there s very little hustling on view ,0.25,neg,"['the', 'high', 'concept', 'scenario', 'soon', 'prof', 'preposterous', 'the', 'acting', 'is', 'robotically', 'italicized', 'and', 'truth', 'in', 'advertising', 'hound', 'take', 'note', 'there', 's', 'very', 'little', 'hustling', 'on', 'view']"
this director s cut which adds 51 minutes takes a great film and turns it into a mundane soap opera ,0.26389,neg,"['this', 'director', 's', 'cut', 'which', 'add', '51', 'minute', 'take', 'a', 'great', 'film', 'and', 'turn', 'it', 'into', 'a', 'mundane', 'soap', 'opera']"
characterisation has been sacrificed for the sake of spectacle ,0.19444,neg,"['characterisation', 'ha', 'been', 'sacrificed', 'for', 'the', 'sake', 'of', 'spectacle']"
the venezuelans say things like si pretty much and por favor go home when talking to americans ,0.40278,neutral,"['the', 'venezuelan', 'say', 'thing', 'like', 'si', 'pretty', 'much', 'and', 'por', 'favor', 'go', 'home', 'when', 'talking', 'to', 'american']"
that s muy loco but no more ridiculous than most of the rest of dragonfly ,0.31944,neg,"['that', 's', 'muy', 'loco', 'but', 'no', 'more', 'ridiculous', 'than', 'most', 'of', 'the', 'rest', 'of', 'dragonfly']"
it s a movie that ends with truckzilla for cryin out loud ,0.25,neg,"['it', 's', 'a', 'movie', 'that', 'end', 'with', 'truckzilla', 'for', 'cryin', 'out', 'loud']"
if that does n t clue you in that something s horribly wrong nothing will ,0.16667,neg,"['if', 'that', 'doe', 'n', 't', 'clue', 'you', 'in', 'that', 'something', 's', 'horribly', 'wrong', 'nothing', 'will']"
director tom shadyac and star kevin costner glumly mishandle the story s promising premise of a physician who needs to heal himself ,0.23611,neg,"['director', 'tom', 'shadyac', 'and', 'star', 'kevin', 'costner', 'glumly', 'mishandle', 'the', 'story', 's', 'promising', 'premise', 'of', 'a', 'physician', 'who', 'need', 'to', 'heal', 'himself']"
it s difficult to imagine that a more confused less interesting and more sloppily made film could possibly come down the road in 2002 ,0.083333,neg,"['it', 's', 'difficult', 'to', 'imagine', 'that', 'a', 'more', 'confused', 'le', 'interesting', 'and', 'more', 'sloppily', 'made', 'film', 'could', 'possibly', 'come', 'down', 'the', 'road', 'in', '2002']"
like the tuck family themselves this movie just goes on and on and on and on,0.15278,neg,"['like', 'the', 'tuck', 'family', 'themselves', 'this', 'movie', 'just', 'go', 'on', 'and', 'on', 'and', 'on', 'and', 'on']"
as pedestrian as they come ,0.18056,neg,"['a', 'pedestrian', 'a', 'they', 'come']"
a film that plays things so nice n safe as to often play like a milquetoast movie of the week blown up for the big screen ,0.38889,neg,"['a', 'film', 'that', 'play', 'thing', 'so', 'nice', 'n', 'safe', 'a', 'to', 'often', 'play', 'like', 'a', 'milquetoast', 'movie', 'of', 'the', 'week', 'blown', 'up', 'for', 'the', 'big', 'screen']"
